School_ID,State,Year,Subject,ISBN,trove_id,title,author,issued,type,relevance_score,relevance_value,identifier_type,identifier_linktype,identifier_value,start_year,author_processed,type_processed,decade,corpus,recency_score,popularity_score,title_google,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,enhanced_corpus,subject_keywords,grade_category,quality_score,final_corpus
38,NSW,7,MATHEMATICS,9789264265080,217429004.0,Innovating education and educating for innovation :  the power of digital technologies and skills,Organisation for Economic Co-operation and Development,2016,"Book, Book/Illustrated, Government publication",7.884276390075684,very relevant,url,restricted,https://dx.doi.org/10.1787/9789264265097-en,2016.0,Organisation for Economic Co-operation and Development,Book/Illustrated,2010.0,9789264265080 Innovating education and educating for innovation :  the power of digital technologies and skills Organisation for Economic Co-operation and Development Book/Illustrated,0.9891304347826086,0.0667254613656338,Innovating Education and Educating for Innovation,The Power of Digital Technologies and Skills,OECD,,2016,"OECD's Innovation Strategy calls upon all sectors in the economy and society to innovate in order to foster productivity, growth and well-being. Education systems are critically important for innovation through the development of skills that nurture new ideas and technologies. However, whereas digital technologies are profoundly changing the way we work, communicate and enjoy ourselves, the world of education and learning is not yet going through the same technology-driven innovation process as other sectors. This report served as the background report to the second Global Education Industry Summit which was held on 26-27 September 2016. It discusses the available evidence on innovation in education, the impact of digital technologies on teaching and learning, the role of digital skills and the role of educational industries in the process of innovation. The report argues for smarter policies, involving all stakeholders, for innovation in education.",150.0,Business & Economics,,,en,"mathematics mathematics mathematics mathematics mathematics mathematics year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 business & economics business & economics business & economics innovating education and educating for innovation innovating education and educating for innovation oecd's innovation strategy calls upon all sectors in the economy and society to innovate in order to foster productivity, growth and well-being. education systems are critically important for innovation through the development of skills that nurture new ideas and technologies. however, whereas digital technologies are profoundly changing the way we work, communicate and enjoy ourselves, the world of education and learning is not yet going through the same technology-driven innovation process as other sectors. this report served as the background report to the second global education industry summit which was held on 26-27 september 2016. it discusses the available evidence on innovation in education, the impact of digital technologies on teaching and learning, the role of digital skills an the power of digital technologies and skills australia australian nsw 9789264265080 innovating education and educating for innovation :  the power of digital technologies and skills organisation for economic co-operation and development book/illustrated oecd",mathematics algebra calculus geometry statistics numerical,junior_secondary middle,1.0,"mathematics mathematics mathematics mathematics mathematics mathematics year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 business & economics business & economics business & economics innovating education and educating for innovation innovating education and educating for innovation oecd's innovation strategy calls upon all sectors in the economy and society to innovate in order to foster productivity, growth and well-being. education systems are critically important for innovation through the development of skills that nurture new ideas and technologies. however, whereas digital technologies are profoundly changing the way we work, communicate and enjoy ourselves, the world of education and learning is not yet going through the same technology-driven innovation process as other sectors. this report served as the background report to the second global education industry summit which was held on 26-27 september 2016. it discusses the available evidence on innovation in education, the impact of digital technologies on teaching and learning, the role of digital skills an the power of digital technologies and skills australia australian nsw 9789264265080 innovating education and educating for innovation :  the power of digital technologies and skills organisation for economic co-operation and development book/illustrated oecd mathematics algebra calculus geometry statistics numerical junior_secondary middle"
39,TAS,7,RELIGIOUS EDUCATION,9781599822211,,,,,,,,,,,,Unknown,Unknown,,9781599822211,0.5,0.5,"Breakthrough Bible, Old Testament Activity Booklet",,Joanna Dailey,Saint Mary's Press,2013-01-07,"This student activity booklet covers the same people as the Old Testament Leader Guide. Each biblical figure has a puzzle for the young person to work with that guarantees that they have the basics of the story down, encouraging them to read about each person. A second page has a short introduction to the character that explains their place in salvation history. This page also contains reflection questions for the young people to consider as they make connections between this biblical figure and their own lives.""",0.0,Religion,,,en,"religious education religious education religious education religious education religious education religious education year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 religion religion religion breakthrough bible, old testament activity booklet breakthrough bible, old testament activity booklet saint mary's press this student activity booklet covers the same people as the old testament leader guide. each biblical figure has a puzzle for the young person to work with that guarantees that they have the basics of the story down, encouraging them to read about each person. a second page has a short introduction to the character that explains their place in salvation history. this page also contains reflection questions for the young people to consider as they make connections between this biblical figure and their own lives."" australia australian tas 9781599822211 joanna dailey",,junior_secondary middle,0.75,"religious education religious education religious education religious education religious education religious education year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 religion religion religion breakthrough bible, old testament activity booklet breakthrough bible, old testament activity booklet saint mary's press this student activity booklet covers the same people as the old testament leader guide. each biblical figure has a puzzle for the young person to work with that guarantees that they have the basics of the story down, encouraging them to read about each person. a second page has a short introduction to the character that explains their place in salvation history. this page also contains reflection questions for the young people to consider as they make connections between this biblical figure and their own lives."" australia australian tas 9781599822211 joanna dailey  junior_secondary middle"
40,NT,7,PDHPE,9781925487534,239199257.0,My Wellbeing Journal : High School / Lauren O'Brien,"O'Brien, Lauren,",2018,"Book/Illustrated, Book",6.3984904289245605,very relevant,,,,2018.0,"O'Brien, Lauren,",Book/Illustrated,2010.0,"9781925487534 My Wellbeing Journal : High School / Lauren O'Brien O'Brien, Lauren, Book/Illustrated",0.9915458937198068,0.0139869515170873,My Wellbeing Journal Years 7 And 8,,Lauren O'Brien,,2019-06-10,,,,,,en,"pdhpe pdhpe pdhpe pdhpe pdhpe pdhpe year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 my wellbeing journal years 7 and 8 my wellbeing journal years 7 and 8 australia australian nt 9781925487534 my wellbeing journal : high school / lauren o'brien o'brien, lauren, book/illustrated lauren o'brien",,junior_secondary middle,0.8502766422618446,"pdhpe pdhpe pdhpe pdhpe pdhpe pdhpe year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 my wellbeing journal years 7 and 8 my wellbeing journal years 7 and 8 australia australian nt 9781925487534 my wellbeing journal : high school / lauren o'brien o'brien, lauren, book/illustrated lauren o'brien  junior_secondary middle"
40,NT,7,LANGUAGES,9781488624001,37548299.0,Iitomo. Yoshie Burrows ... [et al.],"Burrows, Yoshie",2010-2019,"Book, Book/Illustrated",17.51885414123535,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-860502988-t,2010.0,"Burrows, Yoshie",Book/Illustrated,2010.0,"9781488624001 Iitomo. Yoshie Burrows ... [et al.] Burrows, Yoshie Book/Illustrated",0.9818840579710144,0.4087082818402982,IiTomo 1 Activity Book,,"Yoshie Burrows, Mami Izuishi, Emma Lowry, Yoko Nishimura-Parke",,2018-10-16,"The write-in iiTomo 1-4 2nd Edition Activity Books cater for a variety of learning styles, offering opportunities to practise and reinforce key skills and learning. Updated engaging activities offer even more support and differentiated learning opportunities whilst allowing students to track their progress for deeper motivation.",112.0,,,,en,"languages languages languages languages languages languages year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 iitomo 1 activity book iitomo 1 activity book the write-in iitomo 1-4 2nd edition activity books cater for a variety of learning styles, offering opportunities to practise and reinforce key skills and learning. updated engaging activities offer even more support and differentiated learning opportunities whilst allowing students to track their progress for deeper motivation. australia australian nt 9781488624001 iitomo. yoshie burrows ... [et al.] burrows, yoshie book/illustrated yoshie burrows, mami izuishi, emma lowry, yoko nishimura-parke",,junior_secondary middle,0.9695296169905656,"languages languages languages languages languages languages year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 year 7 grade 7 level 7 iitomo 1 activity book iitomo 1 activity book the write-in iitomo 1-4 2nd edition activity books cater for a variety of learning styles, offering opportunities to practise and reinforce key skills and learning. updated engaging activities offer even more support and differentiated learning opportunities whilst allowing students to track their progress for deeper motivation. australia australian nt 9781488624001 iitomo. yoshie burrows ... [et al.] burrows, yoshie book/illustrated yoshie burrows, mami izuishi, emma lowry, yoko nishimura-parke  junior_secondary middle"
2,VIC,8,SCIENCE,9781488615061,159853590.0,"Pearson science. [authors, Rochelle Manners, Donna Chapman, George Walpole, Greg Linstead, Warrick Clarke, Jacinta Devlin, David Madden, Greg Rickard, Maggie Spenceley; literacy consultant, Kristina Love]","Manners, Rochelle",2011-2017,"Book/Illustrated, Book",14.306123733520508,very relevant,,,,2011.0,"Manners, Rochelle",Book/Illustrated,2010.0,"9781488615061 Pearson science. [authors, Rochelle Manners, Donna Chapman, George Walpole, Greg Linstead, Warrick Clarke, Jacinta Devlin, David Madden, Greg Rickard, Maggie Spenceley; literacy consultant, Kristina Love] Manners, Rochelle Book/Illustrated",0.9830917874396136,0.2946712545172486,Pearson Science 8 Activity Book,,"Greg Rickard, Warrick Clarke",,2016-11-11,"The Pearson Science Second Edition Activity Book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. Updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book.",127.0,Science,,,en,"science science science science science science year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 science science science pearson science 8 activity book pearson science 8 activity book the pearson science second edition activity book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book. australia australian vic 9781488615061 pearson science. [authors, rochelle manners, donna chapman, george walpole, greg linstead, warrick clarke, jacinta devlin, david madden, greg rickard, maggie spenceley; literacy consultant, kristina love] manners, rochelle book/illustrated greg rickard, warrick clarke",science biology chemistry physics laboratory scientific,junior_secondary middle,0.9638881520978432,"science science science science science science year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 science science science pearson science 8 activity book pearson science 8 activity book the pearson science second edition activity book is a write-in resource designed to develop and consolidate students' knowledge and understanding of science by providing a variety of activities and questions to apply skills, reinforce learning outcomes and extend thinking. updated with explicit differentiation and improved learner accessibility, it provides a wide variety of activities to reinforce, extend and enrich learning initiated through the student book. australia australian vic 9781488615061 pearson science. [authors, rochelle manners, donna chapman, george walpole, greg linstead, warrick clarke, jacinta devlin, david madden, greg rickard, maggie spenceley; literacy consultant, kristina love] manners, rochelle book/illustrated greg rickard, warrick clarke science biology chemistry physics laboratory scientific junior_secondary middle"
2,VIC,8,ENGLISH,9780763676797,38635726.0,The golden day /  Ursula Dubosarsky,"Dubosarsky, Ursula,  1961-",2011-2015,"Book, Audio book, Book/Illustrated",16.600107192993164,very relevant,url,restricted,https://www.overdrive.com/search?q=EDF6C7E9-1DBB-40B0-885C-B67ED81B0D6A,2011.0,"Dubosarsky, Ursula, 1961-",Book/Illustrated,2010.0,"9780763676797 The golden day /  Ursula Dubosarsky Dubosarsky, Ursula, 1961- Book/Illustrated",0.9830917874396136,0.3760970267570606,The Golden Day,,Ursula Dubosarsky,National Geographic Books,2015-04-28,"“Chillingly evokes lurking forces capable of tarnishing even the most golden and innocent of days.” — Publishers Weekly (starred review) When their teacher goes missing during an outing, eleven girls grapple with the aftermath in this haunting, exquisitely told psychological mystery. What actually happened in the seaside cave that day? And who can they tell about it? Part gripping thriller, part ethereal tale of innocence lost, The Golden Day is a poignant study of fear and friendship, and of what it takes to come of age with courage.",0.0,Young Adult Fiction,,,en,"english english english english english english year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 young adult fiction young adult fiction young adult fiction the golden day the golden day national geographic books “chillingly evokes lurking forces capable of tarnishing even the most golden and innocent of days.” — publishers weekly (starred review) when their teacher goes missing during an outing, eleven girls grapple with the aftermath in this haunting, exquisitely told psychological mystery. what actually happened in the seaside cave that day? and who can they tell about it? part gripping thriller, part ethereal tale of innocence lost, the golden day is a poignant study of fear and friendship, and of what it takes to come of age with courage. australia australian vic 9780763676797 the golden day /  ursula dubosarsky dubosarsky, ursula, 1961- book/illustrated ursula dubosarsky",english literature writing reading language literacy,junior_secondary middle,0.9679594407098336,"english english english english english english year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 young adult fiction young adult fiction young adult fiction the golden day the golden day national geographic books “chillingly evokes lurking forces capable of tarnishing even the most golden and innocent of days.” — publishers weekly (starred review) when their teacher goes missing during an outing, eleven girls grapple with the aftermath in this haunting, exquisitely told psychological mystery. what actually happened in the seaside cave that day? and who can they tell about it? part gripping thriller, part ethereal tale of innocence lost, the golden day is a poignant study of fear and friendship, and of what it takes to come of age with courage. australia australian vic 9780763676797 the golden day /  ursula dubosarsky dubosarsky, ursula, 1961- book/illustrated ursula dubosarsky english literature writing reading language literacy junior_secondary middle"
2,VIC,8,LANGUAGES,9780060787325,19827771.0,"Collins Italian dictionary / [general editor, Michela Clari ; contributors, Daphne Day ... [et al.]]","Clari, Michela",2002-2006,"Book, Book/Illustrated",10.191031455993652,very relevant,url,restricted,http://openlibrary.org/books/OL3436959M,2002.0,"Clari, Michela",Book/Illustrated,2000.0,"9780060787325 Collins Italian dictionary / [general editor, Michela Clari ; contributors, Daphne Day ... [et al.]] Clari, Michela Book/Illustrated",0.9722222222222222,0.1486045663935521,"Collins Italian Concise Dictionary, 4e",,HarperCollins Publishers,CollinsRef,2006-02-07,"A New Look at Language The HarperCollins Italian Concise Dictionary, 4th Edition offers up-to-date coverage of contemporary Italian -- from avian flu to PDA, antiglobalizzazione to scafista Special entries throughout highlight aspects of Italian life and culture The exclusive KEYWORD feature provides extra help with translating the most essential vocabulary The indispensable Italian in Action supplement teaches how to speak and write in fluent, natural Italian",941.0,Foreign Language Study,,,en,"languages languages languages languages languages languages year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 foreign language study foreign language study foreign language study collins italian concise dictionary, 4e collins italian concise dictionary, 4e collinsref a new look at language the harpercollins italian concise dictionary, 4th edition offers up-to-date coverage of contemporary italian -- from avian flu to pda, antiglobalizzazione to scafista special entries throughout highlight aspects of italian life and culture the exclusive keyword feature provides extra help with translating the most essential vocabulary the indispensable italian in action supplement teaches how to speak and write in fluent, natural italian australia australian vic 9780060787325 collins italian dictionary / [general editor, michela clari ; contributors, daphne day ... [et al.]] clari, michela book/illustrated harpercollins publishers",,junior_secondary middle,0.7560413394307888,"languages languages languages languages languages languages year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 foreign language study foreign language study foreign language study collins italian concise dictionary, 4e collins italian concise dictionary, 4e collinsref a new look at language the harpercollins italian concise dictionary, 4th edition offers up-to-date coverage of contemporary italian -- from avian flu to pda, antiglobalizzazione to scafista special entries throughout highlight aspects of italian life and culture the exclusive keyword feature provides extra help with translating the most essential vocabulary the indispensable italian in action supplement teaches how to speak and write in fluent, natural italian australia australian vic 9780060787325 collins italian dictionary / [general editor, michela clari ; contributors, daphne day ... [et al.]] clari, michela book/illustrated harpercollins publishers  junior_secondary middle"
2,VIC,8,ENGLISH,9781458650498,198060697.0,"Focus on English :  a lanugage, literature and literacy course /  Rex Sadler, Sandra Sadler, Viv Winter","Sadler, R. K. (Rex Kevin)",2015-2016,"Book/Illustrated, Book",9.763036727905272,very relevant,,,,2015.0,"Sadler, R. K. (Rex Kevin)",Book/Illustrated,2010.0,"9781458650498 Focus on English :  a lanugage, literature and literacy course /  Rex Sadler, Sandra Sadler, Viv Winter Sadler, R. K. (Rex Kevin) Book/Illustrated",0.9879227053140096,0.1334127387867497,Focus on English 8 Student Book,,"Winter, Viv",,2015-02,,200.0,English language,,,en,"english english english english english english year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 english language english language english language focus on english 8 student book focus on english 8 student book australia australian vic 9781458650498 focus on english :  a lanugage, literature and literacy course /  rex sadler, sandra sadler, viv winter sadler, r. k. (rex kevin) book/illustrated winter, viv",english literature writing reading language literacy,junior_secondary middle,0.956066772205038,"english english english english english english year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 english language english language english language focus on english 8 student book focus on english 8 student book australia australian vic 9781458650498 focus on english :  a lanugage, literature and literacy course /  rex sadler, sandra sadler, viv winter sadler, r. k. (rex kevin) book/illustrated winter, viv english literature writing reading language literacy junior_secondary middle"
2,VIC,8,LANGUAGES,9781488617492,230401955.0,Ecco! :  uno activity book /  Marisa Tarascio-Spiller ; Liana Trevisan,"Tarascio-Spiller, Marisa",2017-2018,"Book, Book/Illustrated",9.286694526672363,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-616726173-t,2017.0,"Tarascio-Spiller, Marisa",Book/Illustrated,2010.0,"9781488617492 Ecco! :  uno activity book /  Marisa Tarascio-Spiller ; Liana Trevisan Tarascio-Spiller, Marisa Book/Illustrated",0.9903381642512076,0.1165048001415784,Ecco! Uno Activity Book,,"Marisa Tarascio-Spiller, Liana Trevisan",Heinemann,2017-10-13,"The write-in Activity Books cater for a variety of learning styles, reinforcing and enriching key skills. Updated engaging activities offer even more differentiated learning opportunities.",134.0,Italian language,,,en,"languages languages languages languages languages languages year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 italian language italian language italian language ecco! uno activity book ecco! uno activity book heinemann the write-in activity books cater for a variety of learning styles, reinforcing and enriching key skills. updated engaging activities offer even more differentiated learning opportunities. australia australian vic 9781488617492 ecco! :  uno activity book /  marisa tarascio-spiller ; liana trevisan tarascio-spiller, marisa book/illustrated marisa tarascio-spiller, liana trevisan",,junior_secondary middle,0.9553421482196393,"languages languages languages languages languages languages year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 italian language italian language italian language ecco! uno activity book ecco! uno activity book heinemann the write-in activity books cater for a variety of learning styles, reinforcing and enriching key skills. updated engaging activities offer even more differentiated learning opportunities. australia australian vic 9781488617492 ecco! :  uno activity book /  marisa tarascio-spiller ; liana trevisan tarascio-spiller, marisa book/illustrated marisa tarascio-spiller, liana trevisan  junior_secondary middle"
2,VIC,8,HOME ECONOMICS,9781474459907,240054657.0,"Commemorative modernisms :  women writers, death and the First World War /  Alice Kelly","Kelly, Alice",2020,Book,6.3984904289245605,very relevant,,,,2020.0,"Kelly, Alice",Book,2020.0,"9781474459907 Commemorative modernisms :  women writers, death and the First World War /  Alice Kelly Kelly, Alice Book",0.9939613526570048,0.0139869515170873,Commemorative Modernisms,"Women Writers, Death and the First World War",Alice Kelly,EUP,2020,This book provides the first sustained study of women's literary representations of death and the culture of war commemoration that underlies British and American literary modernism.,0.0,Death in literature,,,en,"home economics home economics home economics home economics home economics home economics year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 death in literature death in literature death in literature commemorative modernisms commemorative modernisms eup this book provides the first sustained study of women's literary representations of death and the culture of war commemoration that underlies british and american literary modernism. women writers, death and the first world war australia australian vic 9781474459907 commemorative modernisms :  women writers, death and the first world war /  alice kelly kelly, alice book alice kelly",business economics commerce management finance,junior_secondary middle,0.9503974152087044,"home economics home economics home economics home economics home economics home economics year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 death in literature death in literature death in literature commemorative modernisms commemorative modernisms eup this book provides the first sustained study of women's literary representations of death and the culture of war commemoration that underlies british and american literary modernism. women writers, death and the first world war australia australian vic 9781474459907 commemorative modernisms :  women writers, death and the first world war /  alice kelly kelly, alice book alice kelly business economics commerce management finance junior_secondary middle"
2,VIC,8,HUMANITIES,9780730372776,239054570.0,"Jacaranda humanities alive 8 :  Victorian curriculum /  Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Benjamin Rood, Yasmine McCafferty, Simon Phelan, Cathy Bedson, Ashley Wood, Luke Jackson, Alistair Purser, Denise Miles, Allan Kerr, Isabella Webster, Anne Low","Darlington, Robert",2020,"Book/Illustrated, Book",9.114736557006836,very relevant,url,thumbnail,https://nla.gov.au/nla.obj-3337203441-t,2020.0,"Darlington, Robert",Book/Illustrated,2020.0,"9780730372776 Jacaranda humanities alive 8 :  Victorian curriculum /  Robert Darlington, Judy Mraz, Graeme Smithies, Matthew Richardson, Benjamin Rood, Yasmine McCafferty, Simon Phelan, Cathy Bedson, Ashley Wood, Luke Jackson, Alistair Purser, Denise Miles, Allan Kerr, Isabella Webster, Anne Low Darlington, Robert Book/Illustrated",0.9939613526570048,0.1104010898401866,"Jacaranda Humanities Alive 8 Victorian Curriculum, 2e LearnON and Print",,"Robert Darlington, Yasmine McCafferty, Allan Kerr, Benjamin Rood, Graeme Smithies, Judy Mraz, Isabella Webster, Ashley Wood, Cathy Bedson, Matthew Richardson, Kathryn Allen, Terry McMeekin, Cleo Westhorpe, Anne Dempster, Alistair Purser, Denise Miles",John Wiley & Sons,2019-11-13,"Jacaranda Humanities Alive 8 Victorian Curriculum, 2nd Edition learnON & Print This combined print and digital title provides 100% coverage of the Victorian Curriculum for Humanities. The textbook comes with a complimentary activation code for learnON, the powerful digital learning platform making learning personalised and visible for both students and teachers. The latest editions of Jacaranda Humanities Alive Victorian Curriculum series include these key features: Choice - four titles in one, or single-subject titles teachON - video lessons by Victoria's best teachers, teaching advice and lesson plans learnON - our most powerful digital learning platform An immersive digital platform in which students and teachers are connected Rich media to engage and inspire Immediate, corrective feedback for students and an in-built testmaker for teachers to create assignments from a large pool of questions for immediate, spaced and mixed practice. Results reported against skills and content allow unmatched visibility of students' progress. Thinking Big research projects - creative, imaginative, collaborative activities SkillBuilders - Tell me, Show me, Let me do it! For teachers, learnON includes additional teacher resources such as quarantined questions and answers, curriculum grids and work programs.",947.0,Juvenile Nonfiction,,,en,"humanities humanities humanities humanities humanities humanities year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 juvenile nonfiction juvenile nonfiction juvenile nonfiction jacaranda humanities alive 8 victorian curriculum, 2e learnon and print jacaranda humanities alive 8 victorian curriculum, 2e learnon and print john wiley & sons jacaranda humanities alive 8 victorian curriculum, 2nd edition learnon & print this combined print and digital title provides 100% coverage of the victorian curriculum for humanities. the textbook comes with a complimentary activation code for learnon, the powerful digital learning platform making learning personalised and visible for both students and teachers. the latest editions of jacaranda humanities alive victorian curriculum series include these key features: choice - four titles in one, or single-subject titles teachon - video lessons by victoria's best teachers, teaching advice and lesson plans learnon - our most powerful digital learning platform an immersive digital platform in which students and teachers are connected rich media to engage and inspire immediate, corrective feedb australia australian vic 9780730372776 jacaranda humanities alive 8 :  victorian curriculum /  robert darlington, judy mraz, graeme smithies, matthew richardson, benjamin rood, yasmine mccafferty, simon phelan, cathy bedson, ashley wood, luke jackson, alistair purser, denise miles, allan kerr, isabella webster, anne low darlington, robert book/illustrated robert darlington, yasmine mccafferty, allan kerr, benjamin rood, graeme smithies, judy mraz, isabella webster, ashley wood, cathy bedson, matthew richardson, kathryn allen, terry mcmeekin, cleo westhorpe, anne dempster, alistair purser, denise miles",,junior_secondary middle,0.9552181221248596,"humanities humanities humanities humanities humanities humanities year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 year 8 grade 8 level 8 juvenile nonfiction juvenile nonfiction juvenile nonfiction jacaranda humanities alive 8 victorian curriculum, 2e learnon and print jacaranda humanities alive 8 victorian curriculum, 2e learnon and print john wiley & sons jacaranda humanities alive 8 victorian curriculum, 2nd edition learnon & print this combined print and digital title provides 100% coverage of the victorian curriculum for humanities. the textbook comes with a complimentary activation code for learnon, the powerful digital learning platform making learning personalised and visible for both students and teachers. the latest editions of jacaranda humanities alive victorian curriculum series include these key features: choice - four titles in one, or single-subject titles teachon - video lessons by victoria's best teachers, teaching advice and lesson plans learnon - our most powerful digital learning platform an immersive digital platform in which students and teachers are connected rich media to engage and inspire immediate, corrective feedb australia australian vic 9780730372776 jacaranda humanities alive 8 :  victorian curriculum /  robert darlington, judy mraz, graeme smithies, matthew richardson, benjamin rood, yasmine mccafferty, simon phelan, cathy bedson, ashley wood, luke jackson, alistair purser, denise miles, allan kerr, isabella webster, anne low darlington, robert book/illustrated robert darlington, yasmine mccafferty, allan kerr, benjamin rood, graeme smithies, judy mraz, isabella webster, ashley wood, cathy bedson, matthew richardson, kathryn allen, terry mcmeekin, cleo westhorpe, anne dempster, alistair purser, denise miles  junior_secondary middle"
